userId,lang_count,counts_details,counts_pictures,counts_kisses,whazzup_len,cluster_4,cluster_5
5463cc43170ba0782b8b495b,1,0.88,3,746,24,1,1
5463e83fc56da125598b471a,1,0.54,1,39,0,2,2
5463e855ea6da1fe4a8b486f,1,0.5,4,58,30,2,2
5463f07e1a0ba0da3e8b4831,1,0.92,6,267,3,0,0
54649939180ba0d73c8b4ca0,1,0.27,7,973,2,1,1
5464bc62160ba0242c8b4c73,1,0.96,7,583,19,1,3
5464e531e56da180138b4599,4,0.92,5,270,81,0,0
546663dcc76da1bf5d8b4a66,1,0.85,4,80,58,2,2
5466a52eca6da1bb5d8b4a7e,3,0.46,1,110,0,2,0
54671b7a160ba0b80c8b49a8,2,0.54,2,247,0,0,0
54672d861c0ba0ca8b8b4650,1,0.69,4,334,57,0,3
54676713e66da15a628b4665,1,0.85,3,49,3,2,2
5467a9a3190ba0d6638b463a,1,0.0,2,601,2,1,3
5467abade86da1eb9b8b462a,1,0.5,2,74,0,2,2
54686f06150ba0cb5f8b4c70,1,0.96,8,177,6,0,0
54689af1170ba079518b489c,1,0.96,5,16,18,2,2
5468c9ec1b0ba0470d8b4589,1,0.92,8,782,27,1,1
5468d370c46da1de3b8b4b2f,1,0.12,1,63,0,2,2
5468eaf5c86da11b268b45a2,1,0.69,3,0,0,2,2
54690807ca6da1b9478b4709,1,0.38,4,184,20,0,0
54692c34cb6da1fa4b8b4dd2,1,0.92,5,250,0,0,0
5469451dea6da184548b46c9,1,0.0,7,643,4,1,1
546a47e0140ba0ad558b487c,1,0.85,4,105,31,2,2
546bea39e66da15c158b4585,1,1.0,5,10,86,2,2
546cac43ea6da17a318b4ea5,1,0.81,4,293,20,0,3
546cb1d3cc6da1004e8b4821,1,1.0,4,19,41,2,2
546cea3fc46da14e608b47f8,1,0.92,7,36,0,2,2
546d0e98e86da1f7068b4841,1,0.88,7,42,38,2,2
546f2008170ba035388b4d64,1,0.46,3,47,90,2,2
546f48c6e96da14f558b4d24,1,0.88,2,54,11,2,2
546f48d4170ba0de428b48e1,1,0.69,5,197,44,0,0
546fb378c86da165148b478f,1,0.85,8,53,78,2,2
5470e621e96da101248b4977,1,0.0,2,111,0,2,0
5470ec70170ba0a77b8b4d81,1,0.65,1,131,12,2,0
5470f83ac86da1721c8b4aac,1,0.27,5,115,0,2,0
54712ddce96da1cf1a8b48d0,1,0.08,1,7,0,2,2
5471f23cca6da13b138b4971,1,0.0,0,628,2,1,1
54721a6f160ba02b668b4979,1,0.5,4,567,0,1,3
5472244be86da190648b498a,1,0.38,2,152,0,2,0
54722cc9150ba0552e8b4643,1,0.0,1,190,0,0,0
547259e8ea6da1750d8b49e7,1,0.0,3,75,30,2,2
547264e1e96da179168b483c,1,0.92,3,16,82,2,2
54727ad3c86da1237d8b459c,1,0.54,3,28,3,2,2
5473335eea6da1045f8b456f,1,0.08,4,121,2,2,0
5473530bc96da190758b4806,1,0.23,1,187,40,0,0
54735474150ba006678b481e,1,0.88,3,41,87,2,2
54747547c76da1480d8b4d21,1,0.04,4,133,0,2,0
5474a9f0e96da1505b8b484a,1,0.42,1,304,34,0,3
5474e636ca6da1246c8b4592,1,0.77,6,78,54,2,2
5474f796ea6da12b588b46e5,1,0.42,4,403,19,0,3
5475a206cc6da1d4368b462a,1,1.0,3,42,5,2,2
5475b722170ba0064c8b4c07,1,0.04,4,83,0,2,2
5475d4e0180ba0ff698b4de9,1,0.5,4,30,0,2,2
5476173ae86da1a2288b4a93,1,0.0,1,0,0,2,2
547649f91b0ba001698b47b6,1,0.31,1,207,3,0,0
54765390c46da1976e8b4b73,1,1.0,4,10,2,2,2
5478a76ec56da1a71c8b462b,1,0.54,4,180,2,0,0
5478cd291b0ba0a9558b473c,1,0.0,4,12,0,2,2
5478e65dc76da10b798b4986,1,0.46,4,129,19,2,0
54790914ca6da191088b48bc,1,0.35,3,346,18,0,3
547b681ee86da1f8468b464d,1,0.62,6,20,0,2,2
547b9a9dc86da1aa698b49d8,1,0.04,2,94,0,2,2
547b9d5dc46da1316e8b4d80,1,0.85,3,119,6,2,0
547ca476cc6da1f4558b462b,1,0.96,3,57,6,2,2
547cdddeca6da1142a8b4af8,1,0.88,3,60,67,2,2
547d008cea6da1b1628b4844,3,0.85,4,413,11,0,3
547e3b45180ba056028b4d04,1,0.85,8,4,29,2,2
547eeff3150ba0db3c8b4cf0,1,0.31,4,58,3,2,2
547f164cc86da126318b47b5,1,0.88,7,228,0,0,0
547f8958160ba0a55e8b4a32,2,0.77,8,364,19,0,3
547f8b24c86da1ed3b8b45a2,1,1.0,7,65,89,2,2
5480b1bb190ba0543f8b4635,1,0.27,2,81,3,2,2
5480b3dec86da1ff4e8b4eaa,1,0.5,2,17,0,2,2
5480c806ea6da1d49c8b4b7a,1,0.77,4,242,0,0,0
5480d00b140ba0535e8b4767,1,0.42,2,145,3,2,0
548176e91a0ba03e4c8b4e85,1,0.88,4,36,24,2,2
54821575e56da12e888b4665,1,0.92,6,87,0,2,2
5482326bcd6da149938b45be,1,0.23,3,114,69,2,0
54843a0ce86da1f8028b4a01,1,0.81,4,52,32,2,2
54843dd4c46da111308b4818,2,0.77,6,120,4,2,0
5484a553e86da1e8288b4f14,1,0.0,2,14,3,2,2
5484b4741c0ba06e958b4977,1,0.96,9,223,38,0,0
5484d988170ba0b6738b4e36,1,0.54,3,50,0,2,2
548579b71b0ba02e048b46e4,1,0.65,6,31,73,2,2
54858ef5190ba0cd3e8b4c8d,1,0.5,4,117,0,2,0
5485b896180ba037578b477c,1,0.0,5,285,0,0,0
5485c00de96da13a238b4fe5,1,0.0,3,224,3,0,0
5485e587170ba0405c8b48d5,1,0.31,3,74,0,2,2
5485edee1c0ba0ea1f8b4906,1,0.77,5,100,0,2,2
54861d11c56da1e0398b4881,2,0.62,4,350,4,0,3
5486cc8f1a0ba030488b499d,1,0.04,2,172,31,0,0
54874fb51b0ba01a7a8b4ad4,1,0.81,4,67,0,2,2
54875de3c76da1952a8b48a0,1,0.62,10,284,19,0,0
548787cfcb6da1100c8b477d,1,0.58,10,201,0,0,0
548809eeca6da1f0518b45c7,1,0.96,3,20,26,2,2
54882fa5c56da1133c8b4cbe,1,0.92,9,37,16,2,2
54884796ea6da1f0528b4e22,1,0.85,4,250,61,0,0
5488a316c86da11c328b491f,1,0.0,2,78,0,2,2
5488aa09c56da16e128b4860,1,0.73,5,294,68,0,3
548993b2e96da1525a8b4aa1,4,0.96,1,9,62,2,2
5489ef7dc56da1562e8b47d8,1,0.96,11,63,31,2,2
5489f087c86da1e46a8b4833,1,0.81,1,61,0,2,2
548af12b190ba049298b4cb4,3,0.4,3,342,42,0,3
548b4628e96da1e3738b4614,1,0.69,7,379,12,0,3
548b5611e56da171598b4583,4,0.88,3,53,2,2,2
548b5fd2e56da1486e8b45cb,1,0.54,2,113,39,2,0
548b618d140ba0494b8b4b2e,1,0.42,4,172,0,0,0
548c1471c46da106128b48d4,2,0.88,1,55,73,2,2
548c451c170ba021588b4570,1,0.42,5,324,24,0,3
548c73d5160ba0015b8b46a1,1,0.46,3,85,60,2,2
548c918dc96da1202c8b4bd4,1,1.0,11,53,18,2,2
548c9764c46da1ae5b8b48fd,1,0.19,3,123,3,2,0
548cde79170ba0b14a8b4952,1,0.96,6,58,0,2,2
548d42dfea6da1aa8b8b4abf,1,0.81,8,48,41,2,2
548d5f9be96da1d69a8b4894,1,0.81,3,234,62,0,0
548d9335ca6da1f6268b4d8b,1,0.5,4,247,78,0,0
548dce4a1b0ba04a368b4873,1,0.62,4,128,25,2,0
548edc8c1c0ba0a6358b4f2c,1,0.92,3,105,60,2,2
548f02f8cb6da1f6858b471c,1,0.96,6,114,15,2,0
548f3275140ba0e55a8b4bce,1,0.65,8,188,0,0,0
548f36e8c96da19f898b49de,1,0.92,3,74,61,2,2
548f39591c0ba0bd5d8b4aa3,1,0.73,9,148,0,2,0
548fda24ea6da1782e8b4e0b,1,0.58,10,32,46,2,2
548ff9051a0ba0737b8b4f9b,1,0.62,11,180,7,0,0
5490267dc86da1d4668b4bf0,1,0.42,8,182,68,0,0
54907879180ba0614a8b4763,2,0.9,4,259,21,0,0
54907eb6c86da1cb7e8b46e6,1,0.96,10,108,35,2,0
54909aaa170ba012248b46d3,1,0.0,1,64,0,2,2
5490b6ddc56da1805a8b4603,4,0.73,4,331,36,0,3
54914792140ba04e7c8b4bbc,1,0.77,1,391,22,0,3
5491943c150ba02e698b4d8e,1,0.38,3,76,3,2,2
5491df6f140ba0b16e8b4689,1,0.9,5,23,46,2,2
5491e104180ba04c678b4ab0,4,0.46,5,295,0,0,3
54921140160ba03d108b4c2c,1,0.0,1,0,0,2,2
54945f3a066ea1da4f8b4cd2,1,0.81,7,132,0,2,0
549477ecc46da10d1a8b45d1,1,0.81,5,31,0,2,2
54956de2066ea162558b4808,1,0.96,2,51,49,2,2
54957a32c76da1710a8b4bcd,1,0.5,3,179,2,0,0
54958d36ca6da1437e8b48a0,1,0.0,1,127,27,2,0
5495a762cb6da10f218b4aeb,1,0.77,10,196,3,0,0
5495c5421a0ba039348b48ad,1,0.0,2,41,6,2,2
549604601a0ba09e5b8b4c7d,1,0.81,1,635,20,1,1
54969e92140ba0447d8b48b4,1,0.88,8,86,39,2,2
5496a28d1c0ba0749a8b4bbd,1,0.92,4,360,59,0,3
5496ab97190ba06f648b4c34,1,0.92,6,195,10,0,0
5496b845ca6da1a01f8b4ec0,1,0.0,3,34,0,2,2
5496fb56180ba08a778b461c,1,0.0,1,175,13,0,0
549722a8cd6da165558b45a8,1,0.77,2,22,0,2,2
54973fa9c96da1e52f8b4720,1,0.0,3,2,0,2,2
54988c4b1a0ba0ce558b472d,1,0.58,5,179,23,0,0
5498945f1c0ba02b068b4ad8,1,0.58,3,389,16,0,3
54998ab31a0ba02c088b4d9c,1,0.92,10,80,86,2,2
5499db1a160ba0731e8b4835,1,0.81,7,47,7,2,2
549ae605c56da1e7778b4bf5,1,0.96,11,413,23,0,3
549af723076ea183698b4a3a,1,0.38,2,37,57,2,2
549c1b6b180ba0dd328b4a7f,1,0.0,3,586,0,1,3
549c2b01c76da1eb6a8b4885,1,0.92,4,191,14,0,0
549c2fa6076ea1348d8b4e2a,1,0.0,2,15,26,2,2
549c55e7c56da1f0088b470d,1,0.38,2,23,32,2,2
549c6024086ea12c4a8b4f37,1,0.73,8,270,90,0,0
549c665eea6da17d778b49d1,1,0.62,2,26,73,2,2
549c67d9c56da1a82e8b4c21,3,0.4,5,21,24,2,2
549d57da170ba0937d8b468a,1,0.77,3,195,0,0,0
549d71b7ca6da125108b4cc8,1,0.62,6,36,0,2,2
549d8c22c76da1126b8b45be,1,0.04,1,156,0,2,0
549d8db9c96da1240c8b483e,1,0.88,10,58,33,2,2
549dbd1c1c0ba0eb838b497d,2,0.15,1,28,2,2,2
549de93ac76da1b83e8b456c,1,0.9,4,169,2,0,0
549e09a3066ea16e288b4b0f,1,0.73,2,111,0,2,0
549e8571e86da1bc428b4c03,3,0.8,3,134,4,2,0
549ec408e86da1e3458b4e67,1,0.85,4,11,16,2,2
549edc87180ba0713e8b4a5f,1,0.92,6,133,9,2,0
549f41731c0ba07a228b458f,1,0.85,4,479,3,0,3
549f7d29ea6da1dc9d8b4bd4,1,0.69,3,9,0,2,2
549fffd3e76da118798b46bc,1,0.5,9,127,3,2,0
54a010301c0ba0ad7f8b4f3e,3,0.5,5,76,2,2,2
54a0378b170ba018768b46b3,1,0.88,9,43,2,2,2
54a05d6fc86da169788b47c8,1,0.0,3,5,0,2,2
54a08bef076ea14a5e8b457f,1,0.69,5,73,61,2,2
54a14e64150ba0b6238b46b6,1,0.85,4,115,24,2,0
54a17080140ba0566c8b508d,1,0.0,1,160,3,0,0
54a173f21c0ba0873f8b4fa6,1,0.69,8,352,0,0,3
54a187df1c0ba096628b5030,1,0.77,1,38,34,2,2
54a1cec9140ba0922d8b45aa,1,0.81,5,160,3,0,0
54a271cec56da178048b4905,5,0.27,8,205,40,0,0
54a2bcc1076ea1ed2b8b4bd9,1,0.73,5,353,27,0,3
54a2f01b160ba0872a8b456e,1,0.27,1,121,0,2,0
54a30c63e96da1837e8b4c3b,1,0.81,6,138,33,2,0
54a32442e96da140468b4880,1,0.69,3,71,0,2,2
54a3255dca6da1f1658b4a4a,1,0.88,4,55,14,2,2
54a32883076ea1eb608b4a54,1,0.73,3,1,0,2,2
54a428becb6da1cb588b4cff,2,0.65,4,76,62,2,2
54a4517bcc6da1b94a8b45d5,1,0.88,1,33,12,2,2
54a45ad6c76da1d87a8b4ffa,1,0.73,3,146,16,2,0
54a498d0160ba05b558b4fb1,1,0.77,3,80,22,2,2
54a4ad1ec86da182388b49d4,1,0.73,8,72,0,2,2
54a58bbac46da1934c8b4817,1,1.0,1,304,4,0,3
54a58c76e86da1b6718b4857,1,0.85,1,74,11,2,2
54a594351b0ba0aa658b45db,1,1.0,11,77,17,2,2
54a5c75e160ba0d5218b488b,1,0.73,8,69,0,2,2
54a698e9e86da1ec458b47e9,1,0.96,8,222,8,0,0
54a6d4981c0ba042688b4ec9,1,0.77,3,170,0,0,0
54a6d5fb1a0ba0a2398b476c,1,0.96,5,80,82,2,2
54a6d76c086ea1686d8b4ac0,1,0.35,2,29,0,2,2
54a6fb21160ba01c478b4df8,1,0.5,7,148,33,2,0
54a70a1d066ea124558b4a67,1,0.38,4,282,2,0,0
54a71915ca6da184248b4812,1,0.42,3,126,3,2,0
54a7544fe96da1d72e8b4dda,1,1.0,3,198,64,0,0
54a7c625c96da103578b4db3,1,0.0,0,0,0,2,2
54a7eaf6e66da1ea928b474c,1,0.23,4,81,0,2,2
54a8089a140ba0dd3b8b4608,1,0.0,2,82,0,2,2
54a81d571c0ba008688b4b92,1,0.42,3,112,0,2,0
54a8591fea6da1673a8b463d,1,0.19,5,149,29,2,0
54a87a44140ba05b648b490a,1,0.96,5,291,66,0,3
54a92e1e160ba06a1a8b487b,1,0.65,5,263,49,0,0
54a940011c0ba09e9c8b467a,1,0.19,2,52,51,2,2
54a9501de96da1630e8b4b03,2,0.42,1,40,2,2,2
54a98497160ba050438b47a8,1,0.0,2,45,0,2,2
54a9a3b2150ba0b46f8b4b69,2,0.38,3,152,2,2,0
54a9cf6be96da14f4a8b4aa3,1,0.31,2,125,21,2,0
54a9e266160ba0924a8b4677,1,0.38,5,27,12,2,2
54a9ea89cd6da1a3578b4630,1,0.15,2,27,2,2,2
54aaae11180ba067058b4ef9,1,0.92,9,180,73,0,0
54aad8111b0ba0c0588b49cf,1,0.46,5,271,17,0,0
54aaeee8e96da199208b4868,1,0.85,2,13,13,2,2
54ab0c001c0ba01d028b45ce,1,0.0,1,163,0,0,0
54ab0eca076ea1e21a8b4a0a,1,0.96,5,35,9,2,2
54ab541ac76da12a468b4972,1,0.96,6,266,52,0,0
54ac2b8c180ba00d518b4a02,1,0.08,5,23,7,2,2
54acee5f1c0ba07f2a8b4e67,1,0.0,2,4,0,2,2
54acfa51180ba0b37b8b4a86,1,0.65,4,89,23,2,2
54ad798e086ea1a4468b4667,2,0.27,3,104,2,2,2
54ad89c3086ea14a738b4655,2,0.88,4,0,0,2,2
54ae514ae86da1b6208b4f89,3,0.9,2,500,24,1,3
54ae5758140ba0c2108b458a,1,0.42,1,27,0,2,2
54ae7fd7e86da1bb8b8b4d2e,1,0.85,2,193,19,0,0
54aee005190ba0c6298b48b1,1,0.54,4,55,0,2,2
54afbffa140ba0d9168b4cf4,1,0.81,6,340,47,0,3
54afe711cc6da178138b45af,1,0.46,5,52,45,2,2
54affd63ea6da172328b4805,1,0.27,4,215,20,0,0
54b010bccc6da1724a8b45ed,1,0.81,4,174,57,0,0
54b03a36c76da1d2068b4a65,1,0.46,2,189,2,0,0
54b06aa2150ba0fb1a8b45fa,1,0.04,3,83,0,2,2
54b0979c076ea173468b4875,1,0.5,9,347,2,0,3
54b15e7d066ea1f40d8b46b0,1,0.19,1,117,47,2,0
54b17a12c86da19f618b464b,1,0.88,6,383,71,0,3
54b180ab190ba086338b461c,1,0.0,3,123,0,2,0
54b19750c86da11e048b4c50,1,0.81,1,35,0,2,2
54b19b711a0ba0d7768b4626,1,0.7,2,61,0,2,2
54b24c57170ba0ea168b469c,1,0.0,2,221,0,0,0
54b26d30ca6da1254a8b4d4d,1,0.92,3,85,0,2,2
54b27ff3180ba014778b4892,2,0.4,1,0,0,2,2
54b29e2b140ba071558b4a5d,1,0.88,2,14,63,2,2
54b2c06a170ba05f2f8b4734,2,0.85,4,348,24,0,3
54b2cceb140ba0751d8b49bf,1,0.65,1,13,0,2,2
54b2f961e86da196108b4816,1,0.54,4,101,3,2,2
54b396bfc96da118498b4d46,1,0.65,8,29,22,2,2
54b396e2086ea1db418b49fc,1,0.65,4,371,17,0,3
54b3c1f2190ba0b2038b4a99,1,1.0,9,88,75,2,2
54b3d371c46da19a148b4bdb,1,0.81,6,151,55,2,0
54b3e1ac180ba05c138b4bfb,1,0.81,9,41,15,2,2
54b3f8121c0ba0b2378b48b2,1,0.23,7,247,0,0,0
54b3ffdbe86da1ae9f8b4c39,1,0.5,0,1,0,2,2
54b4051fc76da1a93d8b4668,1,1.0,4,297,81,0,3
54b4120b076ea10a5a8b491f,1,1.0,6,376,63,0,3
54b415071c0ba0a6748b49f0,1,0.77,3,104,0,2,2
54b4483ce96da1a2898b4ea1,1,0.08,4,74,0,2,2
54b4d020c96da1860f8b462a,1,0.5,5,68,0,2,2
54b4e1f3e56da1b0408b457a,1,0.88,1,118,76,2,0
54b53b7d160ba0040c8b4b83,1,0.27,1,75,0,2,2
54b57526e96da1e3778b4c66,1,0.69,5,229,54,0,0
54b58770e86da1120d8b4dab,1,0.38,5,93,0,2,2
54b5b9e91c0ba0ad038b45b4,1,1.0,7,581,45,1,3
54b67097076ea18e528b4b59,1,0.85,4,120,22,2,0
54b68c9cea6da18b238b47a6,6,0.96,7,145,45,2,0
54b6a4e81c0ba065648b4c17,1,0.85,5,114,81,2,0
54b6aafdc96da18b0a8b4cc9,1,0.08,8,138,43,2,0
54b6b8dbe76da1173d8b4649,3,0.62,11,68,81,2,2
54b6e48d170ba05d788b4806,1,0.92,4,77,0,2,2
54b6e657c86da1f02b8b4636,1,0.0,2,88,0,2,2
54b6f5e5e96da149188b46dc,1,0.88,4,277,19,0,0
54b709d4086ea1a66d8b4b50,1,0.0,4,140,16,2,0
54b7236fc76da1e54d8b4b3c,1,0.88,5,127,81,2,0
54b7ac3f170ba01b388b4a11,1,0.0,3,105,0,2,2
54b7f8ef190ba0ae6c8b46cf,1,0.0,5,124,0,2,0
54b81ac6066ea18a038b46ed,1,0.5,3,120,0,2,0
54b82de6e96da135078b494d,1,0.69,3,101,3,2,2
54b8326b190ba0b2338b4a42,1,1.0,5,11,9,2,2
54b8e319c56da100528b4636,1,0.96,3,193,72,0,0
54b8e456ea6da1574d8b47fd,1,0.88,6,25,49,2,2
54b8e77de86da1c1868b4b3e,2,0.69,9,121,89,2,0
54b8fe14c96da1de248b49a0,1,0.0,1,73,2,2,2
54b9159f140ba085558b4df6,1,0.46,1,25,0,2,2
54b93d47e86da185298b4609,1,0.0,0,2,0,2,2
54b94927076ea1f94c8b4733,1,0.54,3,220,58,0,0
54b94d36c76da11b6b8b4711,2,0.92,1,8,2,2,2
54b9513dca6da13e758b4de4,1,0.0,3,271,0,0,0
54b95ffae96da194058b4c34,1,0.0,3,177,0,0,0
54b97c21c46da1934c8b46ae,1,0.23,1,184,11,0,0
54b9b15e096ea1374b8b4622,1,0.5,6,205,59,0,0
54ba3f19c46da1756b8b4836,1,0.92,10,190,48,0,0
54ba58e1e96da124918b4d36,1,0.77,2,498,63,1,3
54ba8d4a076ea196428b4bed,3,0.88,3,104,76,2,2
54ba9203ea6da1b6488b4c0b,1,0.85,2,16,49,2,2
54baa2d91b0ba08c268b4d85,1,0.5,3,208,0,0,0
54bac179e96da114878b49c5,1,0.58,3,305,18,0,3
54badc66ea6da1270b8b45f4,1,0.38,3,53,65,2,2
54bade8cc56da1234c8b46bf,1,0.0,6,132,0,2,0
54bb7ab1c46da125558b4ce6,1,0.19,4,145,49,2,0
54bb9ee0c46da16c328b4f7a,1,0.65,9,172,49,0,0
54bbbc0c066ea169428b4e39,1,0.27,7,282,0,0,0
54bbbe8fe56da1566e8b45b1,3,0.96,4,45,47,2,2
54bbdc64066ea17e938b490e,1,0.81,8,67,3,2,2
54bbe6aac76da13c098b4803,1,0.77,1,31,62,2,2
54bc138c140ba0f2018b4df5,1,0.81,5,85,10,2,2
54bc1dfd150ba067358b4641,1,0.85,4,91,0,2,2
54bc33101b0ba0da638b45e7,1,0.85,2,130,61,2,0
54bc3750140ba03f518b49fa,1,0.5,2,31,40,2,2
54bcf26dc46da1bf058b504a,1,0.77,8,276,46,0,0
54bd0c7a150ba0086e8b46ae,1,0.96,11,147,16,2,0
54bd1713c76da16c538b5026,1,0.0,0,0,0,2,2
54bd2651ca6da142898b4ad7,1,1.0,4,122,88,2,0
54bd32a6066ea13d718b46df,1,0.73,4,300,0,0,3
54bdd925140ba0b76f8b5010,1,0.73,6,112,60,2,0
54be0067e86da1266b8b4b9b,1,0.19,0,3,0,2,2
54be50c3c86da19d3d8b4943,1,0.73,7,91,33,2,2
54be602f170ba0d2148b4982,1,0.96,9,103,3,2,2
54be7060c46da1cc488b5044,1,0.35,2,4,0,2,2
54be9bd7180ba06f7e8b4de5,1,0.88,3,73,60,2,2
54bf9d401a0ba00c498b4866,1,0.62,6,66,20,2,2
54bfac66e96da1a00b8b47cc,1,0.85,7,202,56,0,0
54bfba5b180ba010228b4894,1,0.0,1,180,0,0,0
54bfced31b0ba0bb4c8b4ac7,1,0.73,1,9,0,2,2
54bff772cd6da1c3948b4582,1,0.88,9,318,71,0,3
54c0013dc56da1eb558b476a,1,0.92,5,0,0,2,2
54c013c6140ba0db448b46c0,1,0.0,3,65,70,2,2
54c01401066ea1628c8b4923,1,0.19,3,76,43,2,2
54c022b6cb6da1325b8b496c,1,0.15,1,106,2,2,2
54c02b6e076ea118248b46a8,1,1.0,8,236,90,0,0
54c10869cb6da1d8218b4a2b,1,0.88,6,759,47,1,1
54c119ab160ba021768b47dc,1,0.73,6,45,2,2,2
54c119c3c56da192318b4aae,1,0.31,4,49,0,2,2
54c12ca21b0ba00b168b4bd8,1,0.88,2,48,3,2,2
54c12da9180ba0370b8b4ac1,1,0.38,2,183,0,0,0
54c168eee86da1492b8b4a39,1,0.35,2,110,19,2,0
54c17726160ba094328b48e9,1,1.0,5,19,44,2,2
54c17c61076ea1a04d8b4d65,1,0.08,2,25,54,2,2
54c264e81c0ba0295e8b467c,1,0.0,3,0,0,2,2
54c26b67140ba03c068b49e8,1,0.0,8,76,0,2,2
54c291771b0ba084038b477b,1,0.54,4,116,62,2,0
54c2c4cae96da171038b4964,1,0.88,7,15,0,2,2
54c2c85bea6da119798b4b9e,1,0.81,7,89,0,2,2
54c2d3ce086ea121678b47fa,1,0.0,1,1,0,2,2
54c3695e0b6ea1579a8b4a44,1,0.46,7,34,0,2,2
54c36dfbe86da181118b4b70,1,0.92,9,45,55,2,2
54c37f07c96da126538b49ea,1,0.46,2,69,51,2,2
54c3a0981b0ba0a36d8b47c6,1,0.0,2,157,0,2,0
54c3a2bfea6da11f7e8b48f4,1,0.65,9,138,30,2,0
54c3b5641b0ba06a178b4e67,1,0.62,6,23,2,2,2
54c3e363ca6da1eb648b4b47,1,0.0,1,48,0,2,2
54c3eec4140ba0531f8b45c5,1,0.31,5,92,0,2,2
54c3f35f1b0ba0fa458b4941,1,0.73,6,37,42,2,2
54c40044c56da155248b4d60,1,0.0,2,81,0,2,2
54c41707c76da1151c8b4626,1,0.77,7,108,5,2,2
54c4c4ef0b6ea141038b4b50,1,0.35,1,36,0,2,2
54c4d764c96da193058b457c,1,0.85,3,140,0,2,0
54c4f4fac86da1057a8b4c26,1,0.96,11,278,18,0,0
54c4ff5fc96da1d96f8b4eb6,1,0.62,1,83,0,2,2
54c502061b0ba0683c8b4aa8,1,0.62,2,73,0,2,2
54c52c27e96da156678b48f2,1,1.0,2,14,40,2,2
54c540e11c0ba044708b4ce7,1,0.54,9,138,11,2,0
54c54d3ae86da1a76b8b473e,1,0.27,5,270,86,0,0
54c54f1e180ba0e3668b4a01,2,0.62,6,318,75,0,3
54c553abea6da1094b8b4bd4,1,0.92,3,92,0,2,2
54c554541a0ba04d5a8b4b8e,1,0.73,4,37,13,2,2
54c55b4f190ba05b508b45fc,1,0.73,2,18,0,2,2
54c5811c0b6ea11b948b4851,1,0.58,1,59,56,2,2
54c65e48150ba0842c8b4d89,1,0.96,5,268,68,0,0
54c668580a6ea1d7208b4c44,1,0.81,3,234,29,0,0
54c67989e96da173278b4569,1,0.92,11,103,83,2,2
54c6889b066ea1b12c8b4a8d,1,0.85,3,32,0,2,2
54c69b17180ba0e10b8b47e3,1,0.5,5,107,13,2,2
54c6a2c31c0ba05f338b4cd4,1,0.08,9,325,21,0,3
54c6a9b5cb6da17f0a8b4810,1,0.85,8,67,0,2,2
54c6aad1e66da15e368b4584,2,0.88,11,26,78,2,2
54c6b381e96da100488b494e,3,0.7,2,143,0,2,0
54c6b3e6150ba0fd3e8b4c30,1,0.5,3,127,0,2,0
54c6cc61140ba06f6d8b4cef,1,0.62,2,16,0,2,2
54c77a8cc86da11b338b45ca,1,0.0,0,1,0,2,2
54c7855e150ba0a5058b4a47,2,0.92,4,225,57,0,0
54c7ccf0c56da1df5f8b4ed8,1,0.88,6,189,45,0,0
54c7f76f150ba0c52d8b48d7,1,0.77,3,98,8,2,2
54c8ba50e56da1a82e8b45fd,2,1.0,3,148,34,2,0
54c8c9740a6ea18b788b4aed,1,0.23,8,57,43,2,2
54c8e509ca6da183588b4715,1,0.81,3,10,51,2,2
54c90385c46da1921c8b4cfd,1,0.58,4,19,0,2,2
54c9078cca6da1e4158b4626,1,0.58,6,140,59,2,0
54c9379ecb6da197958b4674,1,0.88,7,75,45,2,2
54c941991c0ba0f6828b4cd2,1,0.77,4,27,2,2,2
54c944f2e96da131388b4797,1,0.0,0,26,0,2,2
54c95c66180ba0b7228b4574,1,0.69,11,59,0,2,2
54c9e84fe86da164768b49c3,1,0.81,7,188,18,0,0
54c9f3f80a6ea1807b8b4adb,1,0.0,1,37,0,2,2
54ca0c97066ea16b478b4ab6,1,0.04,1,272,0,0,0
54ca1a2e1c0ba060588b4648,1,0.0,3,148,0,2,0
54ca2a95170ba0885e8b48d7,1,0.5,6,37,0,2,2
54ca2f9c076ea1fb4c8b45c7,1,1.0,5,279,0,0,0
54ca646f180ba011338b4a5a,1,0.92,4,13,90,2,2
54ca76961a0ba0152d8b46ef,1,0.77,5,95,40,2,2
54ca82cf066ea1fa488b4983,1,0.92,3,77,0,2,2
54cae24c150ba058038b47e2,2,0.0,3,216,29,0,0
54cb2881cc6da1aa588b4586,1,0.92,10,129,90,2,0
54cb84b1076ea1de298b4cbb,1,0.88,5,204,90,0,0
54cba3dc190ba076618b45e9,1,1.0,4,225,12,0,0
54cbc0761c0ba0b42f8b4650,1,0.62,4,41,88,2,2
54cbd751c86da13c868b4afe,5,0.27,3,198,67,0,0
54cce4a6c96da1574c8b491c,1,0.96,5,73,0,2,2
54cd126e1b0ba064028b4eeb,1,0.15,1,117,0,2,0
54cd19ccc56da190428b466d,1,0.88,4,179,5,0,0
54cd3a20c96da10d378b4578,1,0.77,8,256,53,0,0
54cde2bb1b0ba01a6f8b47aa,1,0.88,1,139,12,2,0
54cdf5f7076ea13a0a8b4b6f,1,0.81,9,136,53,2,0
54ce1cc11c0ba01f128b48c0,1,0.96,3,132,0,2,0
54ce1ccee66da197528b4574,1,0.62,3,29,2,2,2
54ce2523190ba034788b4a81,1,0.19,3,67,0,2,2
